Name,Sector,Industry
Bristol-Myers Squibb Company,Health Care,Major Pharmaceuticals
Bristow Group Inc,Transportation,Transportation Services
Brixmor Property Group Inc.,Consumer Services,Real Estate Investment Trusts
"Broadridge Financial Solutions, Inc.",Miscellaneous,Business Services
Brookdale Senior Living Inc.,Health Care,Hospital/Nursing Management
Brookfield Asset Management Inc,Consumer Services,Building operators
Brookfield Canada Office Properties,Consumer Services,Real Estate Investment Trusts
Brookfield DTLA Inc.,n/a,n/a
Brookfield Global Listed Infrastructure Income Fund,n/a,n/a
Brookfield High Income Fund Inc.,n/a,n/a
Brookfield Infrastructure Partners LP,Consumer Services,Marine Transportation
Brookfield Mortgage Opportunity Income Fund Inc.,n/a,n/a
Brookfield Property Partners L.P.,Finance,Real Estate
Brookfield Renewable Powerr Fund,Public Utilities,Electric Utilities: Central
Brookfield Total Return Fund Inc.,n/a,n/a
"Brown & Brown, Inc.",Finance,Specialty Insurers
Brown Forman Corporation,n/a,n/a
Brown Forman Corporation,n/a,n/a
BRT Realty Trust,Consumer Services,Real Estate Investment Trusts
Brunswick Corporation,Energy,Industrial Machinery/Components
BT Group plc,Public Utilities,Telecommunications Equipment
Buckeye Partners L.P.,Energy,Natural Gas Distribution
"Buckle, Inc. (The)",Consumer Services,Clothing/Shoe/Accessory Stores
Buenaventura Mining Company Inc.,Basic Industries,Precious Metals
"Build-A-Bear Workshop, Inc.",Consumer Services,Recreational Products/Toys
Bunge Limited,Consumer Non-Durables,Packaged Foods
"Burlington Stores, Inc.",Consumer Services,Department/Specialty Retail Stores
"BWX Technologies, Inc.",Energy,Industrial Machinery/Components
"C&J Energy Services, Ltd.",Energy,Oilfield Services/Equipment
"C.R. Bard, Inc.",Health Care,Medical/Dental Instruments
"C1 Financial, Inc.",Finance,Major Banks
CABCO Series 2004-101 Trust,Finance,Finance: Consumer Services
CABCO Series 2004-101 Trust,Finance,Finance: Consumer Services
Cabela&#39;s Inc,Consumer Services,Other Specialty Stores
"Cable One, Inc.",Consumer Services,Television Services
Cablevision Systems Corporation,Consumer Services,Television Services
Cabot Corporation,Basic Industries,Major Chemicals
Cabot Oil & Gas Corporation,Energy,Oil & Gas Production
"CACI International, Inc.",Technology,EDP Services
CAE Inc,Miscellaneous,Industrial Machinery/Components
"CAI International, Inc.",Technology,Diversified Commercial Services
"CalAtlantic Group, Inc.",Capital Goods,Homebuilding
"Caleres, Inc.",Consumer Non-Durables,Shoe Manufacturing
Calgon Carbon Corporation,Basic Industries,Major Chemicals
California Resources Corporation,Energy,Oil & Gas Production
California Water  Service Group Holding,Public Utilities,Water Supply
"Calix, Inc",Consumer Services,Telecommunications Equipment
Callaway Golf Company,Consumer Non-Durables,Recreational Products/Toys
Callon Petroleum Company,Energy,Oil & Gas Production
Callon Petroleum Company,Energy,Oil & Gas Production
Calpine Corporation,Public Utilities,Electric Utilities: Central
Cambrex Corporation,Health Care,Major Pharmaceuticals
Camden Property Trust,Consumer Services,Real Estate Investment Trusts
Cameco Corporation,Basic Industries,Precious Metals
Cameron International Corporation,Energy,Metal Fabrications
Campbell Soup Company,Consumer Non-Durables,Packaged Foods
"Campus Crest Communities, Inc.",Finance,Real Estate
"Campus Crest Communities, Inc.",n/a,n/a
Canadian Imperial Bank of Commerce,Finance,Commercial Banks
Canadian National Railway Company,Transportation,Railroads
Canadian Natural Resources Limited,Energy,Oil & Gas Production
Canadian Pacific Railway Limited,Transportation,Railroads
"Canon, Inc.",Miscellaneous,Industrial Machinery/Components
Cantel Medical Corp.,Health Care,Medical/Dental Instruments
Capital One Financial Corporation,Finance,Major Banks
Capital One Financial Corporation,n/a,n/a
Capital One Financial Corporation,Finance,Major Banks
Capital One Financial Corporation,n/a,n/a
Capital One Financial Corporation,n/a,n/a
Capital One Financial Corporation,n/a,n/a
Capital Senior Living Corporation,Health Care,Hospital/Nursing Management
"Capital Trust, Inc.",Consumer Services,Real Estate Investment Trusts
Capitala Finance Corp.,n/a,n/a
Capstead Mortgage Corporation,Consumer Services,Real Estate Investment Trusts
Capstead Mortgage Corporation,n/a,n/a
"Carbo Ceramics, Inc.",Capital Goods,Industrial Machinery/Components
"Cardinal Health, Inc.",Health Care,Other Pharmaceuticals
"Care Capital Properties, Inc.",Consumer Services,Real Estate Investment Trusts
"Care.com, Inc.",Consumer Services,Other Consumer Services
Carlisle Companies Incorporated,Basic Industries,Specialty Chemicals
CarMax Inc,Consumer Durables,Automotive Aftermarket
Carnival Corporation,Consumer Services,Marine Transportation
Carnival Corporation,Consumer Services,Marine Transportation
Carpenter Technology Corporation,Basic Industries,Steel/Iron Ore
"Carriage Services, Inc.",Consumer Services,Other Consumer Services
"Carter&#39;s, Inc.",Consumer Non-Durables,Apparel
"Cash America International, Inc.",Consumer Services,Other Specialty Stores
Castle (A.M.) & Co.,Basic Industries,Metal Fabrications
"Castlight Health, inc.",Technology,EDP Services
"Catalent, Inc.",Health Care,Major Pharmaceuticals
"CatchMark Timber Trust, Inc.",Consumer Services,Real Estate Investment Trusts
"Caterpillar, Inc.",Capital Goods,Construction/Ag Equipment/Trucks
Cato Corporation (The),Consumer Services,Clothing/Shoe/Accessory Stores
"CBIZ, Inc.",Miscellaneous,Business Services
"CBL & Associates Properties, Inc.",Consumer Services,Real Estate Investment Trusts
"CBL & Associates Properties, Inc.",n/a,n/a
"CBL & Associates Properties, Inc.",n/a,n/a
CBO (Listing Market - NYSE - Networks A/E),n/a,n/a
CBRE Clarion Global Real Estate Income Fund,n/a,n/a
"CBRE Group, Inc.",Finance,Real Estate
CBS Corporation,Consumer Services,Broadcasting
CBS Corporation,n/a,n/a
CBX (Listing Market NYSE Networks AE,n/a,n/a
CDI Corporation,Technology,Professional Services
CEB Inc.,Consumer Services,Professional Services
"Cedar Fair, L.P.",Consumer Services,Services-Misc. Amusement & Recreation
"Cedar Realty Trust, Inc.",Consumer Services,Real Estate Investment Trusts
"Cedar Realty Trust, Inc.",n/a,n/a
"Celadon Group, Inc.",Transportation,Trucking Freight/Courier Services
Celanese Corporation,Basic Industries,Major Chemicals
"Celestica, Inc.",Technology,Electrical Products
"Cellcom Israel, Ltd.",Public Utilities,Telecommunications Equipment
Cementos Pacasmayo S.A.A.,Capital Goods,Building Materials
Cemex S.A.B. de C.V.,Capital Goods,Building Materials
Cencosud S.A.,Consumer Services,Department/Specialty Retail Stores
Cenovus Energy Inc,Energy,Oil & Gas Production
Centene Corporation,Health Care,Medical Specialities
Center Coast MLP & Infrastructure Fund,n/a,n/a
"CenterPoint Energy, Inc.",Public Utilities,Electric Utilities: Central
Centrais Electricas Brasileiras SA,Public Utilities,Electric Utilities: Central
Centrais Electricas Brasileiras SA,n/a,n/a
"Central Europe, Russia and Turkey Fund, Inc. (The)",n/a,n/a
"Century Communities, Inc.",Capital Goods,Homebuilding
"CenturyLink, Inc.",Public Utilities,Telecommunications Equipment
Cenveo Inc,Consumer Durables,Containers/Packaging
"CF Industries Holdings, Inc.",Basic Industries,Agricultural Chemicals
CGG,Energy,Oil & Gas Production
"CGI Group, Inc.",Consumer Services,Professional Services
ChannelAdvisor Corporation,Technology,Computer Software: Prepackaged Software
"Charles River Laboratories International, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch
Chatham Lodging Trust (REIT),Consumer Services,Real Estate Investment Trusts
CHC Group Ltd.,Transportation,Transportation Services
"Checkpoint Systms, Inc.",Consumer Durables,Telecommunications Equipment
Cheetah Mobile Inc.,Technology,Computer Software: Prepackaged Software
"Chegg, Inc.",Consumer Services,Other Consumer Services
Chemed Corp.,Health Care,Medical/Nursing Services
Chemours Company (The),Basic Industries,Major Chemicals
Chemtura Corp.,Basic Industries,Major Chemicals
Cherry Hill Mortgage Investment Corporation,Consumer Services,Real Estate Investment Trusts
Chesapeake Energy Corporation,Energy,Oil & Gas Production
Chesapeake Energy Corporation,n/a,n/a
Chesapeake Granite Wash Trust,Energy,Oil & Gas Production
Chesapeake Lodging Trust,Consumer Services,Real Estate Investment Trusts
Chesapeake Lodging Trust,n/a,n/a
Chesapeake Utilities Corporation,Public Utilities,Oil & Gas Production
Chevron Corporation,Energy,Integrated oil Companies
Chicago Bridge & Iron Company N.V.,Basic Industries,Engineering & Construction
"Chico&#39;s FAS, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
Chimera Investment Corporation,Consumer Services,Real Estate Investment Trusts
China Cord Blood Corporation,Finance,Business Services
"China Digital TV Holding Co., Ltd.",Technology,Computer Software: Prepackaged Software
China Distance Education Holdings Limited,Consumer Services,Other Consumer Services
China Eastern Airlines Corporation Ltd.,Transportation,Air Freight/Delivery Services
"China Fund, Inc. (The)",n/a,n/a
"China Green Agriculture, Inc.",Basic Industries,Agricultural Chemicals
China Life Insurance Company Limited,Finance,Life Insurance
China Ming Yang Wind Power Group Limited,Energy,Industrial Machinery/Components
China Mobile (Hong Kong) Ltd.,Public Utilities,Telecommunications Equipment
China Nepstar Chain Drugstore Ltd,Health Care,Medical/Nursing Services
China New Borun Corporation,Consumer Non-Durables,Beverages (Production/Distribution)
China Petroleum & Chemical Corporation,Energy,Integrated oil Companies
China Southern Airlines Company Limited,Transportation,Air Freight/Delivery Services
China Telecom Corp Ltd,Public Utilities,Telecommunications Equipment
China Unicom (Hong Kong) Ltd,Public Utilities,Telecommunications Equipment
China Xiniya Fashion Limited,Consumer Non-Durables,Apparel
China Yuchai International Limited,Energy,Industrial Machinery/Components
China Zenix Auto International Limited,Capital Goods,Auto Parts:O.E.M.
"Chipotle Mexican Grill, Inc.",Consumer Services,Restaurants
"Choice Hotels International, Inc.",Consumer Services,Hotels/Resorts
Christopher & Banks Corporation,Consumer Services,Clothing/Shoe/Accessory Stores
Chubb Corporation (The),Finance,Property-Casualty Insurers
"Chunghwa Telecom Co., Ltd.",Public Utilities,Telecommunications Equipment
"Church & Dwight Company, Inc.",Basic Industries,Package Goods/Cosmetics
"Ciber, Inc.",Technology,EDP Services
Ciena Corporation,Public Utilities,Telecommunications Equipment
Cigna Corporation,Health Care,Medical Specialities
Cimarex Energy Co,Energy,Oil & Gas Production
Cincinnati Bell Inc,Public Utilities,Telecommunications Equipment
Cincinnati Bell Inc,n/a,n/a
Cinemark Holdings Inc,Consumer Services,Movies/Entertainment
Ciner Resources LP,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
"CIRCOR International, Inc.",Capital Goods,Metal Fabrications
CIT Group Inc (DEL),Finance,Finance: Consumer Services
Citigroup Inc.,Finance,Major Banks
Citigroup Inc.,Finance,Major Banks
Citigroup Inc.,n/a,n/a
Citigroup Inc.,n/a,n/a
Citigroup Inc.,n/a,n/a
Citigroup Inc.,Finance,Major Banks
Citigroup Inc.,n/a,n/a
Citigroup Inc.,Finance,Major Banks
Citigroup Inc.,n/a,n/a
"Citizens Financial Group, Inc.",Finance,Major Banks
"Citizens, Inc.",Finance,Life Insurance
"City Office REIT, Inc.",Consumer Services,Real Estate Investment Trusts
Civeo Corporation,Consumer Services,Hotels/Resorts
"Civitas Solutions, Inc.",Health Care,Medical/Nursing Services
CLARCOR Inc.,Capital Goods,Auto Parts:O.E.M.
"Clayton Williams Energy, Inc.",Energy,Oil & Gas Production
"Clean Harbors, Inc.",Basic Industries,Environmental Services
"Clear Channel Outdoor Holdings, Inc.",Consumer Services,Advertising
ClearBridge American Energy MLP Fund Inc.,n/a,n/a
ClearBridge Energy MLP Fund Inc.,n/a,n/a
ClearBridge Energy MLP Opportunity Fund Inc.,n/a,n/a
ClearBridge Energy MLP Total Return Fund Inc.,n/a,n/a
Clearwater Paper Corporation,Basic Industries,Paper
Cleco Corporation,Public Utilities,Electric Utilities: Central
Cliffs Natural Resources Inc.,Basic Industries,Precious Metals
Cliffs Natural Resources Inc.,Basic Industries,Precious Metals
Clorox Company (The),Consumer Durables,Specialty Chemicals
Cloud Peak Energy Inc,Energy,Coal Mining
"ClubCorp Holdings, Inc.",Consumer Services,Hotels/Resorts
CMS Energy Corporation,Public Utilities,Power Generation
CMS Energy Corporation,Public Utilities,Power Generation
CNA Financial Corporation,Finance,Property-Casualty Insurers
CNH Industrial N.V.,Capital Goods,Construction/Ag Equipment/Trucks
"CNO Financial Group, Inc.",Finance,Accident &Health Insurance
CNOOC Limited,Energy,Oil & Gas Production
CNX Coal Resources LP,Energy,Coal Mining
"Coach, Inc.",Consumer Non-Durables,Apparel
"Cobalt International Energy, Inc.",Energy,Oil & Gas Production
Coca Cola Femsa S.A.B. de C.V.,Consumer Non-Durables,Beverages (Production/Distribution)
Coca-Cola Company (The),Consumer Non-Durables,Beverages (Production/Distribution)
"Coca-Cola Enterprises, Inc.",Consumer Non-Durables,Beverages (Production/Distribution)
"Coeur Mining, Inc.",Basic Industries,Precious Metals
"Cohen & Steers Closed-End Opportunity Fund, Inc.",n/a,n/a
"Cohen & Steers Global Income Builder, Inc.",n/a,n/a
"Cohen & Steers Infrastructure Fund, Inc",n/a,n/a
"Cohen & Steers Limited Duration Preferred and Income Fund, Inc",n/a,n/a
"Cohen & Steers MLP Income and Energy Opportunity Fund, Inc.",n/a,n/a
Cohen & Steers Quality Income Realty Fund Inc,n/a,n/a
Cohen & Steers Reit and Preferred Income Fund Inc,n/a,n/a
"Cohen & Steers Select Preferred and Income Fund, Inc.",n/a,n/a
"Cohen & Steers Total Return Realty Fund, Inc.",n/a,n/a
Cohn & Steers Inc,Finance,Investment Managers
Colfax Corporation,Capital Goods,Fluid Controls
Colgate-Palmolive Company,Consumer Non-Durables,Package Goods/Cosmetics
Colonial High Income Municipal Trust,n/a,n/a
Colonial Intermediate High Income Fund,n/a,n/a
Colonial Investment Grade Municipal Trust,n/a,n/a
Colonial Municipal Income Trust,n/a,n/a
"Colony Capital, Inc",Consumer Services,Real Estate Investment Trusts
"Colony Capital, Inc",n/a,n/a
"Colony Capital, Inc",n/a,n/a
"Colony Capital, Inc",n/a,n/a
Colony Starwood Homes,n/a,n/a
"Columbia Pipeline Group, Inc.",Public Utilities,Natural Gas Distribution
Columbia Pipeline Partners LP,Public Utilities,Natural Gas Distribution
"Columbia Property Trust, Inc.",Consumer Services,Real Estate Investment Trusts
"Columbia Seligman Premium Technology Growth Fund, Inc",n/a,n/a
Comcast Corporation,Consumer Services,Television Services
Comcast Corporation,Consumer Services,Television Services
Comerica Incorporated,Finance,Major Banks
Comerica Incorporated,n/a,n/a
"Comfort Systems USA, Inc.",Capital Goods,Engineering & Construction
Commercial Metals Company,Basic Industries,Steel/Iron Ore
"Community Bank System, Inc.",Finance,Major Banks
"Community Health Systems, Inc.",Health Care,Hospital/Nursing Management
Community Healthcare Trust Incorporated,Consumer Services,Real Estate Investment Trusts
Comp En De Mn Cemig ADS,Public Utilities,Electric Utilities: Central
Comp En De Mn Cemig ADS,n/a,n/a
Companhia Brasileira de Distribuicao,Consumer Services,Food Chains
Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp,Public Utilities,Water Supply
Companhia Paranaense de Energia (COPEL),Public Utilities,Electric Utilities: Central
"Compania Cervecerias Unidas, S.A.",Consumer Non-Durables,Beverages (Production/Distribution)
Compass Diversified Holdings,Consumer Durables,Home Furnishings
"Compass Minerals International, Inc.",Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
Computer Sciences Corporation,Technology,EDP Services
"Comstock Resources, Inc.",Energy,Oil & Gas Production
"ConAgra Foods, Inc.",Consumer Non-Durables,Packaged Foods
Concho Resources Inc.,Energy,Oil & Gas Production
Concord Medical Services Holdings Limited,Health Care,Medical/Nursing Services
Cone Midstream Partners LP,Public Utilities,Natural Gas Distribution
ConocoPhillips,Energy,Integrated oil Companies
CONSOL Energy Inc.,Energy,Coal Mining
Consolidated Edison Inc,Public Utilities,Power Generation
Constellation Brands Inc,Consumer Non-Durables,Beverages (Production/Distribution)
Constellation Brands Inc,n/a,n/a
Constellium N.V.,Basic Industries,Metal Fabrications
Container Store (The),Consumer Services,Home Furnishings
"Continental Building Products, Inc.",Capital Goods,Building Materials
"Continental Resources, Inc.",Energy,Oil & Gas Production
"Controladora Vuela Compania de Aviacion, S.A.B. de C.V.",Transportation,Air Freight/Delivery Services
Convergys Corporation,Technology,EDP Services
"Cooper Companies, Inc. (The)",Health Care,Ophthalmic Goods
Cooper Tire & Rubber Company,Consumer Durables,Automotive Aftermarket
Cooper-Standard Holdings Inc.,Capital Goods,Auto Parts:O.E.M.
"Copa Holdings, S.A.",Transportation,Air Freight/Delivery Services
Core Laboratories N.V.,Energy,Oilfield Services/Equipment
